,object_id,creation_time,creation_source,last_session_creation_time,opted_in_to_mailing_list,enabled_for_marketing_drip,org_id,invited_by_user_id,label
6957,6958,2014-04-22 20:16:57,SIGNUP,1398197817.0,1,1,333,,not adopted
6958,6959,2012-11-13 08:47:34,GUEST_INVITE,,0,0,363,1995.0,
6959,6960,2013-01-11 07:51:18,SIGNUP,1357890678.0,0,0,338,,not adopted
6960,6961,2012-11-08 04:04:27,GUEST_INVITE,1352433867.0,0,0,0,2908.0,not adopted
6961,6962,2014-04-07 23:24:57,GUEST_INVITE,1401665097.0,0,0,5,6493.0,not adopted
6962,6963,2012-12-23 22:32:11,GUEST_INVITE,1357943531.0,0,0,290,4926.0,adopted
6963,6964,2013-04-14 13:46:02,PERSONAL_PROJECTS,,0,0,19,,
6964,6965,2012-06-14 01:59:08,ORG_INVITE,1343613548.0,1,1,56,3653.0,not adopted
6965,6966,2012-12-11 02:04:33,SIGNUP,1400378673.0,1,1,45,,adopted
6966,6967,2013-04-28 12:19:06,SIGNUP_GOOGLE_AUTH,1367410746.0,0,0,167,,not adopted
6967,6968,2014-05-23 09:25:06,ORG_INVITE,1400923506.0,0,0,88,2436.0,not adopted
6968,6969,2013-08-06 21:22:14,ORG_INVITE,1377379334.0,1,0,286,264.0,not adopted
6969,6970,2013-11-16 01:08:15,ORG_INVITE,1384909695.0,0,0,408,1539.0,not adopted
6970,6971,2014-03-29 03:28:11,PERSONAL_PROJECTS,1400729291.0,0,0,410,,adopted
6971,6972,2013-06-24 05:30:53,SIGNUP,1372138253.0,0,0,49,,not adopted
6972,6973,2013-05-12 21:11:15,ORG_INVITE,1368393075.0,1,0,0,11133.0,not adopted
6973,6974,2012-11-21 19:39:51,SIGNUP_GOOGLE_AUTH,1353526791.0,0,0,66,,not adopted
6974,6975,2013-07-07 02:21:56,GUEST_INVITE,1373163716.0,1,0,262,9774.0,not adopted
6975,6976,2013-02-24 06:28:38,ORG_INVITE,,1,1,130,6838.0,
6976,6977,2012-06-25 06:24:08,ORG_INVITE,,0,0,4,5448.0,
6977,6978,2012-06-18 15:25:52,PERSONAL_PROJECTS,1401895552.0,0,0,194,,adopted
6978,6979,2013-10-16 01:20:27,ORG_INVITE,1382923227.0,0,0,350,3383.0,not adopted
6979,6980,2014-02-13 11:52:13,SIGNUP_GOOGLE_AUTH,1392292333.0,1,0,14,,not adopted
6980,6981,2014-05-14 08:27:25,SIGNUP_GOOGLE_AUTH,1400574445.0,0,0,289,,adopted
6981,6982,2014-01-04 14:46:02,SIGNUP_GOOGLE_AUTH,1400856362.0,0,0,276,,adopted
6982,6983,2014-02-08 06:11:02,PERSONAL_PROJECTS,,0,0,341,,
6983,6984,2013-09-29 12:22:34,GUEST_INVITE,1380543754.0,0,0,18,10689.0,not adopted
6984,6985,2014-01-14 00:31:53,SIGNUP_GOOGLE_AUTH,1390350713.0,1,0,29,,not adopted
6985,6986,2012-09-15 11:27:31,PERSONAL_PROJECTS,,0,0,80,,
6986,6987,2014-04-29 14:02:21,ORG_INVITE,,0,0,3,9769.0,
6987,6988,2012-10-21 03:36:12,ORG_INVITE,1401420972.0,0,0,89,8263.0,adopted
6988,6989,2012-12-18 08:53:30,GUEST_INVITE,1355907210.0,0,0,28,7110.0,not adopted
6989,6990,2014-04-19 16:12:22,SIGNUP,1397923942.0,0,0,7,,not adopted
6990,6991,2013-08-25 11:19:51,ORG_INVITE,1377429591.0,0,0,45,8171.0,not adopted
6991,6992,2013-06-19 09:19:58,SIGNUP,1401873598.0,0,0,83,,adopted
6992,6993,2013-11-09 15:32:46,GUEST_INVITE,1393687966.0,0,0,180,1899.0,adopted
6993,6994,2014-01-18 11:15:37,ORG_INVITE,1391685337.0,0,0,110,5775.0,not adopted
6994,6995,2014-04-10 01:09:36,ORG_INVITE,1397351376.0,0,0,293,960.0,not adopted
6995,6996,2013-09-13 13:46:47,SIGNUP_GOOGLE_AUTH,1381240007.0,0,0,204,,not adopted
6996,6997,2013-12-19 22:00:02,GUEST_INVITE,1387576802.0,0,0,362,4570.0,not adopted
6997,6998,2014-02-10 21:07:12,ORG_INVITE,1401484032.0,1,0,98,408.0,adopted
6998,6999,2014-05-17 18:00:47,PERSONAL_PROJECTS,1400349647.0,0,0,339,,not adopted
6999,7000,2012-08-05 18:56:32,SIGNUP,1344279392.0,0,0,220,,not adopted
7000,7001,2012-09-13 07:08:34,ORG_INVITE,1347520114.0,0,0,162,11297.0,not adopted
7001,7002,2014-05-23 00:43:41,ORG_INVITE,1400892221.0,0,0,20,7003.0,not adopted
7002,7003,2012-12-29 13:34:06,ORG_INVITE,1356788046.0,0,0,20,7976.0,not adopted
7003,7004,2013-02-15 11:45:49,SIGNUP_GOOGLE_AUTH,1401882349.0,0,0,16,,adopted
7004,7005,2014-04-25 03:23:27,SIGNUP,1398482607.0,0,0,33,,not adopted
7005,7006,2014-04-28 06:03:42,PERSONAL_PROJECTS,,1,1,326,,
7006,7007,2013-07-22 14:35:50,SIGNUP,,0,0,10,,
7007,7008,2014-04-22 23:08:32,ORG_INVITE,,0,0,122,4354.0,
7008,7009,2014-03-14 19:24:25,ORG_INVITE,,1,1,182,11129.0,
7009,7010,2013-06-15 03:31:36,SIGNUP,1371267096.0,0,0,194,,not adopted
7010,7011,2013-10-15 07:35:59,ORG_INVITE,1381995359.0,1,1,4,1943.0,not adopted
7011,7012,2012-06-18 09:03:07,PERSONAL_PROJECTS,,0,0,16,,
7012,7013,2014-01-10 10:37:00,SIGNUP,1389436620.0,0,0,98,,not adopted
7013,7014,2014-03-22 15:51:28,ORG_INVITE,1396799488.0,0,0,9,4551.0,not adopted
7014,7015,2014-01-12 06:08:35,SIGNUP,1401430115.0,0,0,248,,adopted
7015,7016,2013-11-01 01:52:52,PERSONAL_PROJECTS,1383357172.0,1,1,298,,not adopted
7016,7017,2013-10-20 03:07:54,GUEST_INVITE,1382584074.0,0,0,72,2526.0,not adopted
7017,7018,2013-07-14 16:32:37,GUEST_INVITE,1378312357.0,1,1,182,3671.0,not adopted
7018,7019,2013-08-11 19:13:15,GUEST_INVITE,1401477195.0,0,0,240,9510.0,adopted
7019,7020,2013-05-09 15:40:31,PERSONAL_PROJECTS,1371570031.0,0,0,47,,not adopted
7020,7021,2014-03-06 08:45:02,SIGNUP,1394181902.0,0,0,330,,not adopted
7021,7022,2013-12-10 12:01:15,SIGNUP,1386763275.0,0,0,121,,not adopted
7022,7023,2012-06-15 08:42:30,ORG_INVITE,1401784950.0,0,0,61,7023.0,adopted
7023,7024,2012-10-15 16:07:41,ORG_INVITE,1350317261.0,1,0,61,50.0,not adopted
7024,7025,2013-11-05 10:42:57,PERSONAL_PROJECTS,,1,1,82,,
7025,7026,2012-08-27 06:28:21,ORG_INVITE,,1,0,87,10308.0,
7026,7027,2012-07-10 14:22:57,GUEST_INVITE,1343226177.0,0,0,63,149.0,not adopted
7027,7028,2012-09-24 18:55:59,ORG_INVITE,1348772159.0,0,0,0,10609.0,not adopted
7028,7029,2013-09-21 00:17:17,SIGNUP_GOOGLE_AUTH,1401495437.0,0,0,0,,adopted
7029,7030,2013-08-03 07:42:52,GUEST_INVITE,,0,0,411,3345.0,
7030,7031,2013-04-25 23:23:59,SIGNUP_GOOGLE_AUTH,1367105039.0,1,1,12,,not adopted
7031,7032,2014-05-30 10:59:42,GUEST_INVITE,1401706782.0,0,0,332,1280.0,not adopted
7032,7033,2013-11-27 12:42:36,ORG_INVITE,1385556156.0,0,0,5,9953.0,not adopted
7033,7034,2013-01-21 16:27:34,ORG_INVITE,1373214454.0,0,0,187,1516.0,not adopted
7034,7035,2014-05-29 05:41:08,ORG_INVITE,,0,0,0,1646.0,
7035,7036,2013-12-18 19:25:09,GUEST_INVITE,1387394709.0,0,0,310,6400.0,not adopted
7036,7037,2013-06-21 14:28:33,ORG_INVITE,,1,0,47,3560.0,
7037,7038,2013-09-25 00:24:53,ORG_INVITE,1381278293.0,0,0,3,1747.0,not adopted
7038,7039,2014-04-04 10:33:36,GUEST_INVITE,,1,1,119,4803.0,
7039,7040,2013-04-07 01:37:38,PERSONAL_PROJECTS,,0,0,11,,
7040,7041,2013-09-29 05:09:23,PERSONAL_PROJECTS,,1,0,4,,
7041,7042,2013-03-01 09:11:10,ORG_INVITE,,0,0,155,2318.0,
7042,7043,2012-10-27 05:40:43,ORG_INVITE,1351316443.0,1,0,344,651.0,not adopted
7043,7044,2013-12-27 04:41:11,PERSONAL_PROJECTS,,0,0,300,,
7044,7045,2014-04-22 15:23:09,SIGNUP,1398352989.0,0,0,373,,not adopted
7045,7046,2014-05-30 16:24:03,ORG_INVITE,1401553443.0,0,0,281,690.0,not adopted
7046,7047,2013-08-16 15:30:50,SIGNUP,1376667050.0,0,0,45,,not adopted
7047,7048,2014-02-19 03:51:33,SIGNUP_GOOGLE_AUTH,1397620293.0,0,0,334,,not adopted
7048,7049,2014-01-13 08:16:44,PERSONAL_PROJECTS,,0,0,36,,
7049,7050,2013-11-01 06:03:44,ORG_INVITE,,1,0,278,966.0,
7050,7051,2013-09-11 10:27:21,SIGNUP_GOOGLE_AUTH,1378895241.0,1,1,64,,not adopted
7051,7052,2013-05-23 05:12:53,SIGNUP,1369285973.0,0,0,63,,not adopted
7052,7053,2013-01-03 09:41:46,PERSONAL_PROJECTS,,1,0,93,,
7053,7054,2014-05-25 21:19:04,PERSONAL_PROJECTS,,0,0,101,,
7054,7055,2012-10-30 11:54:54,PERSONAL_PROJECTS,,0,0,69,,
7055,7056,2013-04-15 02:57:37,SIGNUP_GOOGLE_AUTH,1366081057.0,0,0,318,,not adopted
7056,7057,2012-12-02 19:56:37,ORG_INVITE,1354478197.0,0,0,17,11721.0,not adopted
7057,7058,2013-06-18 08:34:27,ORG_INVITE,1371717267.0,0,0,6,8792.0,not adopted
7058,7059,2012-11-30 06:58:46,PERSONAL_PROJECTS,1354345126.0,1,0,23,,not adopted
7059,7060,2012-08-07 14:14:05,SIGNUP,1344348845.0,0,0,92,,not adopted
7060,7061,2014-05-03 08:16:19,ORG_INVITE,1399191379.0,0,0,25,7654.0,not adopted
7061,7062,2013-06-07 14:43:29,ORG_INVITE,1370616209.0,1,0,176,10127.0,not adopted
7062,7063,2013-08-22 13:29:29,GUEST_INVITE,,0,0,11,8726.0,
7063,7064,2014-05-29 07:24:35,GUEST_INVITE,,0,1,1,7704.0,
7064,7065,2013-12-21 02:24:42,GUEST_INVITE,,1,0,279,8312.0,
7065,7066,2013-10-12 03:44:13,PERSONAL_PROJECTS,,0,0,50,,
7066,7067,2014-03-22 02:21:18,SIGNUP_GOOGLE_AUTH,1395454878.0,1,1,138,,not adopted
7067,7068,2014-05-23 14:10:41,GUEST_INVITE,1400854241.0,0,0,20,1356.0,not adopted
7068,7069,2013-02-14 10:01:41,SIGNUP,1361008901.0,1,1,25,,not adopted
7069,7070,2013-12-18 16:30:14,SIGNUP,1387384214.0,0,0,149,,not adopted
7070,7071,2013-04-30 04:45:43,ORG_INVITE,1401079543.0,1,1,24,6313.0,adopted
7071,7072,2013-05-29 11:28:14,ORG_INVITE,,0,0,247,3191.0,
7072,7073,2013-12-21 00:35:11,ORG_INVITE,1387586111.0,0,0,10,9023.0,not adopted
7073,7074,2013-07-11 05:18:41,ORG_INVITE,1401686321.0,1,1,181,614.0,adopted
7074,7075,2014-02-25 06:37:07,ORG_INVITE,1393310227.0,0,0,185,9691.0,not adopted
7075,7076,2012-07-07 06:09:55,SIGNUP,1341814195.0,0,0,183,,not adopted
7076,7077,2013-05-07 15:34:57,ORG_INVITE,1367940897.0,1,1,2,7377.0,not adopted
7077,7078,2014-01-11 11:12:11,ORG_INVITE,,0,0,148,6247.0,
7078,7079,2014-03-01 03:38:15,SIGNUP_GOOGLE_AUTH,1393645095.0,0,0,24,,not adopted
7079,7080,2013-11-16 00:35:48,ORG_INVITE,1389054948.0,0,0,181,4514.0,not adopted
7080,7081,2013-10-03 10:28:48,ORG_INVITE,1380968928.0,0,0,9,8874.0,not adopted
7081,7082,2014-04-18 21:34:19,ORG_INVITE,1397856859.0,0,0,161,11195.0,not adopted
7082,7083,2012-10-29 19:02:25,ORG_INVITE,1351882945.0,1,0,292,2253.0,not adopted
7083,7084,2013-03-23 17:18:52,SIGNUP_GOOGLE_AUTH,1364059132.0,0,0,112,,not adopted
7084,7085,2012-08-11 12:18:07,ORG_INVITE,1346415487.0,0,0,1,4957.0,not adopted
7085,7086,2014-01-29 12:18:44,ORG_INVITE,1391084324.0,0,0,283,790.0,not adopted
7086,7087,2013-05-15 22:46:42,GUEST_INVITE,,0,1,25,11128.0,
7087,7088,2014-02-22 15:41:56,ORG_INVITE,1393083716.0,0,0,320,2531.0,not adopted
7088,7089,2012-12-11 07:28:49,ORG_INVITE,1355297329.0,0,0,13,7864.0,not adopted
7089,7090,2014-04-04 16:42:02,ORG_INVITE,,0,0,141,9745.0,
7090,7091,2012-07-20 00:16:41,ORG_INVITE,1342829801.0,0,0,0,5891.0,not adopted
7091,7092,2013-08-13 13:00:28,ORG_INVITE,1376398828.0,0,0,5,1613.0,not adopted
7092,7093,2014-04-14 03:56:12,ORG_INVITE,,0,0,33,1382.0,
7093,7094,2013-05-12 07:28:41,SIGNUP_GOOGLE_AUTH,1368343721.0,0,0,4,,not adopted
7094,7095,2013-12-06 09:37:03,GUEST_INVITE,1386409023.0,0,0,46,4937.0,not adopted
7095,7096,2014-02-04 02:34:32,ORG_INVITE,1395801272.0,0,0,389,11236.0,adopted
7096,7097,2014-03-03 11:25:23,ORG_INVITE,1399634723.0,0,0,340,5079.0,adopted
7097,7098,2014-05-26 18:31:56,ORG_INVITE,1401215516.0,1,1,26,9264.0,not adopted
7098,7099,2013-07-08 13:52:34,SIGNUP,1373291554.0,0,0,162,,not adopted
7099,7100,2014-04-05 15:01:38,SIGNUP,,0,0,64,,
7100,7101,2013-06-16 09:57:37,PERSONAL_PROJECTS,1401875857.0,0,0,190,,adopted
7101,7102,2014-04-20 08:58:41,GUEST_INVITE,,0,0,2,3648.0,
7102,7103,2013-12-26 01:05:29,SIGNUP_GOOGLE_AUTH,1388106329.0,1,1,2,,not adopted
7103,7104,2012-10-15 20:01:15,SIGNUP_GOOGLE_AUTH,1401048075.0,1,1,225,,adopted
7104,7105,2014-01-02 09:38:09,ORG_INVITE,1388655489.0,1,0,191,389.0,not adopted
7105,7106,2012-10-11 02:20:30,ORG_INVITE,1350008430.0,0,0,2,3801.0,not adopted
7106,7107,2012-06-09 01:51:47,SIGNUP_GOOGLE_AUTH,1401846707.0,0,0,399,,adopted
7107,7108,2013-12-06 20:27:48,PERSONAL_PROJECTS,,1,1,0,,
7108,7109,2014-03-14 16:31:44,SIGNUP,1394901104.0,0,0,134,,not adopted
7109,7110,2012-06-28 04:15:49,SIGNUP_GOOGLE_AUTH,1341029749.0,0,1,28,,not adopted
7110,7111,2013-11-13 06:42:46,ORG_INVITE,1400913766.0,1,0,233,2447.0,adopted
7111,7112,2013-08-17 05:15:47,SIGNUP_GOOGLE_AUTH,1376716547.0,0,0,23,,not adopted
7112,7113,2013-10-21 19:55:09,ORG_INVITE,1382385309.0,0,0,59,8369.0,not adopted
7113,7114,2013-10-11 19:54:10,SIGNUP,1400442850.0,1,1,0,,adopted
7114,7115,2013-12-28 22:34:10,GUEST_INVITE,1388270050.0,0,0,1,8510.0,not adopted
7115,7116,2013-03-08 01:30:37,ORG_INVITE,1362706237.0,0,0,5,4596.0,not adopted
7116,7117,2013-04-27 09:22:54,SIGNUP,1367140974.0,0,0,8,,not adopted
7117,7118,2013-04-26 06:01:54,PERSONAL_PROJECTS,,0,1,145,,
7118,7119,2012-06-24 23:47:37,ORG_INVITE,1340927257.0,0,0,411,10407.0,not adopted
7119,7120,2012-07-05 11:44:24,SIGNUP,1401882264.0,0,0,270,,adopted
7120,7121,2014-02-05 00:54:07,PERSONAL_PROJECTS,1391820847.0,0,0,350,,not adopted
7121,7122,2012-12-01 18:00:42,ORG_INVITE,1354471242.0,0,0,68,530.0,not adopted
7122,7123,2013-08-10 10:05:52,ORG_INVITE,,1,1,5,5585.0,
7123,7124,2013-08-10 01:42:03,ORG_INVITE,1376185323.0,0,0,211,5609.0,not adopted
7124,7125,2014-03-18 03:36:57,SIGNUP_GOOGLE_AUTH,1395113817.0,0,0,168,,not adopted
7125,7126,2013-04-15 14:57:42,ORG_INVITE,1366210662.0,1,1,99,7375.0,not adopted
7126,7127,2013-12-10 19:29:54,ORG_INVITE,1386703794.0,0,0,104,11220.0,not adopted
7127,7128,2013-10-21 18:41:47,GUEST_INVITE,,1,0,118,9434.0,
7128,7129,2013-11-11 17:20:24,SIGNUP_GOOGLE_AUTH,1384190424.0,1,0,89,,not adopted
7129,7130,2013-08-09 01:03:24,ORG_INVITE,1376355804.0,0,0,100,10741.0,not adopted
7130,7131,2012-09-25 12:43:50,SIGNUP_GOOGLE_AUTH,1401626630.0,0,0,34,,adopted
7131,7132,2013-12-06 20:20:11,SIGNUP,1386447611.0,0,0,192,,not adopted
7132,7133,2013-04-20 15:34:27,ORG_INVITE,1366558467.0,0,0,383,8700.0,not adopted
7133,7134,2014-04-06 01:47:30,SIGNUP,1396748850.0,1,1,174,,not adopted
7134,7135,2013-11-13 20:39:16,SIGNUP,1384461556.0,1,0,167,,not adopted
7135,7136,2013-02-12 01:15:54,PERSONAL_PROJECTS,,1,0,147,,
7136,7137,2012-08-06 18:31:20,SIGNUP,1344364280.0,0,0,74,,not adopted
7137,7138,2014-02-14 16:18:57,SIGNUP,1392567537.0,0,0,47,,not adopted
7138,7139,2014-02-24 15:27:26,ORG_INVITE,1393255646.0,0,0,121,295.0,not adopted
7139,7140,2013-10-23 02:01:49,ORG_INVITE,1382666509.0,1,1,234,11026.0,not adopted
7140,7141,2013-11-12 08:50:36,PERSONAL_PROJECTS,,0,0,284,,
7141,7142,2013-12-09 04:18:28,ORG_INVITE,1386908308.0,0,0,0,6545.0,not adopted
7142,7143,2013-11-22 17:23:52,PERSONAL_PROJECTS,1385227432.0,0,0,88,,not adopted
7143,7144,2013-02-28 17:51:00,ORG_INVITE,,0,0,65,793.0,
7144,7145,2014-01-24 13:19:45,SIGNUP_GOOGLE_AUTH,1390569585.0,0,0,38,,not adopted
7145,7146,2013-05-08 08:37:26,ORG_INVITE,,0,0,30,6510.0,
7146,7147,2013-01-07 14:43:58,ORG_INVITE,1357569838.0,1,1,3,8537.0,not adopted
7147,7148,2012-09-05 18:37:28,ORG_INVITE,1346870248.0,0,0,5,11074.0,not adopted
7148,7149,2013-01-05 03:44:16,GUEST_INVITE,1357357456.0,0,0,0,9292.0,not adopted
7149,7150,2014-04-14 19:17:30,GUEST_INVITE,1397503050.0,0,0,138,6560.0,not adopted
7150,7151,2013-08-15 09:40:23,SIGNUP_GOOGLE_AUTH,1376818823.0,0,0,0,,not adopted
7151,7152,2014-01-02 19:29:00,GUEST_INVITE,1388690940.0,0,0,68,10913.0,not adopted
7152,7153,2012-08-05 07:48:54,GUEST_INVITE,1401868134.0,1,0,48,1266.0,adopted
7153,7154,2014-05-29 04:41:48,ORG_INVITE,1401511308.0,0,0,17,2026.0,not adopted
7154,7155,2014-04-19 08:54:49,SIGNUP,1398070489.0,0,0,18,,not adopted
7155,7156,2014-05-03 01:48:59,SIGNUP,1401155339.0,0,0,194,,adopted
7156,7157,2012-08-16 05:32:38,GUEST_INVITE,1345181558.0,1,0,85,8426.0,not adopted
7157,7158,2014-03-30 03:56:37,GUEST_INVITE,1400558197.0,0,0,414,4572.0,not adopted
7158,7159,2014-05-21 17:08:03,ORG_INVITE,,0,0,85,8426.0,
7159,7160,2012-11-15 03:13:19,PERSONAL_PROJECTS,,1,0,127,,
7160,7161,2013-05-04 16:53:31,GUEST_INVITE,1367772811.0,1,0,331,1114.0,not adopted
7161,7162,2014-05-01 09:36:17,SIGNUP_GOOGLE_AUTH,1398936977.0,0,0,43,,not adopted
7162,7163,2014-05-30 14:56:32,ORG_INVITE,,1,0,327,1775.0,
7163,7164,2014-04-06 21:17:28,ORG_INVITE,1396819048.0,1,1,85,6204.0,not adopted
7164,7165,2014-04-19 19:39:07,SIGNUP_GOOGLE_AUTH,1400096347.0,0,0,16,,not adopted
7165,7166,2013-05-02 03:04:59,GUEST_INVITE,1367550299.0,0,0,298,3960.0,not adopted
7166,7167,2013-07-27 21:24:40,SIGNUP_GOOGLE_AUTH,1374960280.0,0,0,12,,not adopted
7167,7168,2012-11-11 03:50:40,SIGNUP_GOOGLE_AUTH,1352778640.0,0,0,209,,not adopted
7168,7169,2013-11-24 10:41:51,SIGNUP_GOOGLE_AUTH,1385289711.0,0,0,338,,not adopted
7169,7170,2012-05-31 06:23:51,ORG_INVITE,1345443831.0,0,0,145,7170.0,not adopted
7170,7171,2013-10-01 11:30:36,ORG_INVITE,1380627036.0,0,0,4,9631.0,not adopted
7171,7172,2013-08-05 02:17:07,ORG_INVITE,1401761827.0,0,0,285,4243.0,adopted
7172,7173,2012-06-09 14:05:08,GUEST_INVITE,1351173908.0,0,0,152,7173.0,adopted
7173,7174,2012-12-23 11:56:46,ORG_INVITE,1356436606.0,0,0,8,11182.0,not adopted
7174,7175,2013-10-13 07:51:23,PERSONAL_PROJECTS,1382601083.0,0,0,226,,not adopted
7175,7176,2014-03-01 03:55:37,SIGNUP,1393732537.0,0,0,284,,not adopted
7176,7177,2013-01-05 04:35:09,ORG_INVITE,1357533309.0,0,0,331,7177.0,not adopted
7177,7178,2013-12-15 23:23:50,SIGNUP,1387236230.0,0,0,186,,not adopted
7178,7179,2014-02-03 13:29:52,SIGNUP_GOOGLE_AUTH,1392038992.0,0,0,62,,not adopted
7179,7180,2013-04-16 13:20:14,SIGNUP_GOOGLE_AUTH,1366118414.0,0,0,6,,not adopted
7180,7181,2014-04-18 22:25:37,ORG_INVITE,1397859937.0,0,0,268,8740.0,not adopted
7181,7182,2014-01-18 02:27:35,SIGNUP,1390012055.0,0,0,313,,not adopted
7182,7183,2013-08-09 15:40:29,SIGNUP,1376062829.0,0,1,7,,not adopted
7183,7184,2013-02-20 18:27:13,ORG_INVITE,1361384833.0,0,0,89,1274.0,not adopted
7184,7185,2012-10-01 23:07:28,SIGNUP,1349305648.0,0,0,59,,not adopted
7185,7186,2014-05-09 01:48:18,ORG_INVITE,1399600098.0,0,1,14,1738.0,not adopted
7186,7187,2012-07-29 11:53:10,SIGNUP_GOOGLE_AUTH,1343735590.0,0,0,140,,not adopted
7187,7188,2012-11-09 03:10:02,GUEST_INVITE,,1,0,107,200.0,
7188,7189,2012-09-29 13:02:38,SIGNUP,1350651758.0,0,0,187,,not adopted
7189,7190,2013-10-26 11:10:12,SIGNUP_GOOGLE_AUTH,1382785812.0,0,0,91,,not adopted
7190,7191,2014-01-20 00:44:58,SIGNUP,1390178698.0,0,0,9,,not adopted
7191,7192,2013-03-18 04:07:18,SIGNUP,1367554038.0,0,0,10,,adopted
7192,7193,2014-01-10 10:55:41,SIGNUP,,0,0,73,,
7193,7194,2012-11-09 20:05:38,SIGNUP,1400789138.0,1,0,50,,adopted
7194,7195,2013-03-28 22:40:00,ORG_INVITE,,0,0,336,7195.0,
7195,7196,2012-12-12 00:01:23,ORG_INVITE,1359936083.0,1,1,147,7196.0,not adopted
7196,7197,2013-11-29 19:00:34,SIGNUP,1385751634.0,0,0,324,,not adopted
7197,7198,2014-03-26 12:25:25,ORG_INVITE,1401107125.0,1,0,206,3780.0,adopted
7198,7199,2012-11-10 07:20:18,ORG_INVITE,1353914418.0,0,0,6,8043.0,not adopted
7199,7200,2013-05-06 06:09:34,PERSONAL_PROJECTS,1367820574.0,0,0,280,,not adopted
7200,7201,2012-05-31 18:12:49,GUEST_INVITE,,0,0,401,7414.0,
7201,7202,2013-01-21 11:09:17,PERSONAL_PROJECTS,,0,0,154,,
7202,7203,2014-01-13 00:24:38,GUEST_INVITE,,0,0,202,7794.0,
7203,7204,2014-03-05 14:30:51,SIGNUP,1394029851.0,0,0,215,,not adopted
7204,7205,2012-07-27 01:57:43,GUEST_INVITE,1382234263.0,1,1,2,3801.0,adopted
7205,7206,2013-08-15 14:09:10,ORG_INVITE,1376662150.0,0,0,27,6771.0,not adopted
7206,7207,2012-11-14 00:55:28,ORG_INVITE,1353459328.0,0,0,179,7479.0,not adopted
7207,7208,2014-02-23 17:08:02,ORG_INVITE,1395594482.0,0,0,6,8043.0,not adopted
7208,7209,2012-09-22 01:54:19,ORG_INVITE,1401587659.0,1,1,77,2583.0,adopted
7209,7210,2012-08-12 19:17:15,ORG_INVITE,1401909435.0,0,1,243,7210.0,adopted
7210,7211,2012-08-09 08:33:12,ORG_INVITE,,1,1,206,3780.0,
7211,7212,2013-04-07 01:32:08,SIGNUP_GOOGLE_AUTH,1370050328.0,1,1,333,,not adopted
7212,7213,2012-11-03 08:46:46,GUEST_INVITE,1351932406.0,0,0,372,4299.0,not adopted
7213,7214,2014-04-20 22:03:13,PERSONAL_PROJECTS,,0,0,275,,
7214,7215,2013-08-05 15:06:37,SIGNUP_GOOGLE_AUTH,1390057597.0,0,0,34,,adopted
7215,7216,2013-04-04 14:47:23,GUEST_INVITE,,0,0,19,3225.0,
7216,7217,2014-05-11 11:16:42,PERSONAL_PROJECTS,,0,0,167,,
7217,7218,2014-05-01 00:15:23,GUEST_INVITE,,1,0,254,604.0,
7218,7219,2013-09-23 21:02:33,SIGNUP_GOOGLE_AUTH,1384376553.0,0,0,16,,not adopted
7219,7220,2014-05-10 17:34:03,PERSONAL_PROJECTS,,0,0,3,,
7220,7221,2013-11-25 16:20:01,GUEST_INVITE,1387729201.0,1,0,4,2298.0,not adopted
7221,7222,2012-11-01 18:54:14,SIGNUP,1351882454.0,1,0,206,,not adopted
7222,7223,2014-02-19 03:01:23,SIGNUP,1392865283.0,0,0,196,,not adopted
7223,7224,2013-10-19 14:39:34,SIGNUP,,0,0,25,,
7224,7225,2014-01-15 16:44:20,PERSONAL_PROJECTS,1389977060.0,0,0,257,,not adopted
7225,7226,2014-02-15 12:36:41,PERSONAL_PROJECTS,,0,0,187,,
7226,7227,2013-01-30 13:45:54,PERSONAL_PROJECTS,,0,0,131,,
7227,7228,2013-09-16 06:00:36,GUEST_INVITE,1379484036.0,0,0,415,1865.0,not adopted
7228,7229,2013-11-22 09:20:53,PERSONAL_PROJECTS,,0,0,243,,
7229,7230,2013-11-29 11:43:06,GUEST_INVITE,1385811786.0,1,0,145,3171.0,not adopted
7230,7231,2013-11-13 00:00:19,ORG_INVITE,1387152019.0,1,0,97,8541.0,not adopted
7231,7232,2013-12-14 16:32:07,ORG_INVITE,,1,1,44,9294.0,
7232,7233,2013-04-17 14:23:22,ORG_INVITE,1366208602.0,1,0,4,8856.0,not adopted
7233,7234,2013-12-07 00:02:14,ORG_INVITE,1397692934.0,1,1,199,11764.0,not adopted
7234,7235,2013-07-29 07:42:57,GUEST_INVITE,1375170177.0,0,1,38,11768.0,not adopted
7235,7236,2013-06-02 12:20:36,ORG_INVITE,1370175636.0,0,0,24,9555.0,not adopted
7236,7237,2013-02-11 02:24:35,SIGNUP,1360549475.0,1,0,15,,not adopted
7237,7238,2013-01-22 10:02:03,ORG_INVITE,1359367323.0,0,0,230,3558.0,not adopted
7238,7239,2013-01-22 23:24:27,GUEST_INVITE,1358897067.0,1,0,84,5952.0,not adopted
7239,7240,2013-03-21 21:54:30,ORG_INVITE,1363902870.0,1,0,272,4027.0,not adopted
7240,7241,2013-08-29 16:04:21,SIGNUP,1378224261.0,0,0,154,,not adopted
7241,7242,2014-03-24 23:37:00,SIGNUP,1401752220.0,0,0,63,,adopted
7242,7243,2013-08-19 03:08:11,ORG_INVITE,,0,1,3,4906.0,
7243,7244,2013-10-13 12:02:19,SIGNUP,1381665739.0,0,0,2,,not adopted
